id,sentiment
"12311_10",0.9841421246528625
"8348_2",0.024812867864966393
"5828_4",0.3728976845741272
"7186_2",0.208281472325325
"12128_7",0.9295294284820557
"2913_8",0.8791291117668152
"4396_1",0.05731259658932686
"395_2",0.9115524888038635
"10616_1",0.019153432920575142
"9074_9",0.0504838302731514
"9252_3",0.03166936710476875
"9896_9",0.454563707113266
"574_4",0.15209020674228668
"11182_8",0.808269739151001
"11656_4",0.7862803936004639
"2322_4",0.14093738794326782
"8703_1",0.03623104467988014
"7483_1",0.042130712419748306
"6007_10",0.9445775151252747
"12424_4",0.036743029952049255
"4672_1",0.022876577451825142
"10841_3",0.08071892708539963
"8954_7",0.11474810540676117
"7392_1",0.02855297178030014
"10288_8",0.9636454582214355
"5343_4",0.036334313452243805
"4950_1",0.020569074898958206
"9257_4",0.8668141961097717
"8689_3",0.02320014499127865
"4480_2",0.07254863530397415
"9286_10",0.9804702997207642
"12245_10",0.983018159866333
"7529_7",0.9260106086730957
"4_4",0.051629748195409775
"5299_2",0.046840548515319824
"12077_8",0.969663143157959
"10701_2",0.027854645624756813
"11579_1",0.029490692541003227
"10993_1",0.29797741770744324
"8913_1",0.06449839472770691
"1350_3",0.0590478777885437
"3804_2",0.02765033394098282
"5025_3",0.07318265736103058
"5170_8",0.5094718933105469
"8225_8",0.9613670110702515
"6427_7",0.9740800857543945
"3165_3",0.8484206199645996
"7902_9",0.9807149171829224
"8208_3",0.03266552463173866
"3577_8",0.6408878564834595
"4865_1",0.021733876317739487
"9063_3",0.7520925402641296
"1106_1",0.2243298888206482
"1117_9",0.9794289469718933
"1050_4",0.04986683279275894
"10755_9",0.21172982454299927
"2729_8",0.966540515422821
"10072_10",0.9818717837333679
"2904_7",0.9633788466453552
"4584_2",0.9140147566795349
"189_4",0.6686515212059021
"6302_4",0.4202560484409332
"8138_9",0.9385169148445129
"1262_1",0.032825767993927
"2199_10",0.9814576506614685
"6551_7",0.9689114689826965
"8082_7",0.18792305886745453
"4897_8",0.9777801632881165
"7360_1",0.03172927349805832
"11012_10",0.9628819227218628
"12046_1",0.12758521735668182
"2331_2",0.9256632924079895
"8961_9",0.9666033387184143
"751_7",0.6696930527687073
"9884_10",0.9431542158126831
"10016_8",0.9723328351974487
"8023_10",0.9749772548675537
"2628_1",0.021653806790709496
"5832_1",0.03293503075838089
"7302_1",0.03815135359764099
"4501_3",0.04032334312796593
"1121_7",0.940339207649231
"8334_3",0.4189665913581848
"9789_10",0.09974990785121918
"4230_10",0.9376996755599976
"824_4",0.0432218573987484
"6803_9",0.9747689366340637
"3086_7",0.9621517062187195
"1135_8",0.9766654372215271
"10136_1",0.030544057488441467
"11129_3",0.036337822675704956
"2072_8",0.7725736498832703
"9501_7",0.9898588061332703
"319_10",0.9176115989685059
"1693_7",0.9760849475860596
"10886_1",0.025029627606272697
"9406_8",0.9657077789306641
"10376_10",0.3259730339050293
"9902_1",0.0595063753426075
"9938_8",0.042854420840740204
"7080_9",0.7096280455589294
"11944_8",0.8979836702346802
"5249_1",0.033556800335645676
"9599_2",0.054074909538030624
"9620_1",0.06026282161474228
"11244_1",0.02896321751177311
"6841_10",0.9735057950019836
"10050_4",0.9637859463691711
"10512_9",0.9248993992805481
"11327_3",0.02946353144943714
"10681_8",0.974644124507904
"808_3",0.7127694487571716
"546_7",0.9843106269836426
"10765_1",0.028957506641745567
"7189_9",0.840873658657074
"6005_9",0.9850301146507263
"11915_9",0.9748789072036743
"5740_10",0.9591718316078186
"7097_10",0.04013173282146454
"9573_10",0.8619362711906433
"5084_4",0.3124435842037201
"12332_7",0.37241309881210327
"8154_1",0.033797167241573334
"5610_1",0.05085853859782219
"5323_9",0.9743090271949768
"11034_8",0.9817795157432556
"3977_2",0.04714847728610039
"12380_7",0.040733326226472855
"1737_8",0.9800225496292114
"6030_9",0.8263900876045227
"5918_7",0.9379916787147522
"7061_9",0.8558536767959595
"266_8",0.9790528416633606
"1375_10",0.9669051766395569
"8648_3",0.021352849900722504
"10146_10",0.9728321433067322
"4578_10",0.9685167074203491
"4685_8",0.9760969877243042
"11843_9",0.9792752861976624
"5467_10",0.9835277795791626
"10140_10",0.9774159789085388
"7721_8",0.9555491209030151
"11208_10",0.07902427017688751
"1063_10",0.9670461416244507
"8260_10",0.19459587335586548
"3182_9",0.958902895450592
"2797_8",0.9580068588256836
"7613_2",0.7884780168533325
"11624_4",0.07747692614793777
"4847_10",0.966032862663269
"10684_7",0.28541257977485657
"6312_1",0.06151652708649635
"4925_3",0.023167500272393227
"4125_1",0.022424031049013138
"2394_10",0.9847354888916016
"12105_10",0.9338275194168091
"7812_1",0.023225033655762672
"1061_8",0.895585298538208
"9343_3",0.7331744432449341
"7696_10",0.9767494797706604
"9355_10",0.9836979508399963
"782_9",0.9667850136756897
"9882_10",0.9637601375579834
"10642_10",0.97010338306427
"7410_2",0.06395459920167923
"9591_4",0.038287825882434845
"11902_3",0.029166338965296745
"3495_7",0.047269392758607864
"6733_1",0.0242292582988739
"4552_1",0.021497000008821487
"6722_1",0.09961927682161331
"188_10",0.9745191335678101
"5099_10",0.97797691822052
"10313_1",0.10008949041366577
"6756_9",0.962152361869812
"6622_2",0.028904080390930176
"4807_10",0.9759910702705383
"7173_3",0.07336882501840591
"11321_8",0.9445044994354248
"7909_9",0.16941367089748383
"8012_7",0.04013129323720932
"8615_4",0.042879458516836166
"8117_10",0.9772800207138062
"1892_10",0.8726551532745361
"4617_1",0.030849682167172432
"1893_8",0.965779721736908
"5435_1",0.17088845372200012
"162_3",0.03413557633757591
"6516_10",0.9878130555152893
"11588_7",0.9601239562034607
"2006_1",0.03892753645777702
"1594_4",0.25106969475746155
"1472_1",0.03137040138244629
"3647_1",0.050516754388809204
"174_7",0.8790640830993652
"5539_7",0.032041024416685104
"3384_10",0.9745793342590332
"3811_4",0.030651533976197243
"4079_8",0.10481362789869308
"1179_7",0.8741884827613831
"3069_9",0.9805605411529541
"3769_8",0.9529233574867249
"9247_10",0.9604756236076355
"10434_1",0.02185159921646118
"1147_10",0.9783531427383423
"5344_7",0.902972400188446
"8073_10",0.9763961434364319
"7833_3",0.02462710440158844
"8370_1",0.05025056004524231
"9007_8",0.027730636298656464
"6624_7",0.4663752615451813
"6683_3",0.026503296568989754
"12275_7",0.4673830568790436
"11927_8",0.9482753872871399
"1560_10",0.9796090722084045
"1325_9",0.951729953289032
"3548_8",0.07607603073120117
"607_1",0.024036098271608353
"6702_7",0.9680588841438293
"5702_3",0.0915876179933548
"11345_8",0.9827322959899902
"3428_4",0.21934539079666138
"7209_9",0.9864952564239502
"8425_8",0.9726964235305786
"3087_1",0.06274432688951492
"1119_8",0.8444708585739136
"5715_3",0.06243756785988808
"8645_1",0.0366685725748539
"2149_3",0.035400811582803726
"10403_10",0.9736731648445129
"5628_1",0.03513546660542488
"5570_10",0.9779676198959351
"1613_3",0.04232660308480263
"1454_4",0.9538393616676331
"5094_3",0.9168321490287781
"7982_1",0.047767192125320435
"6894_2",0.9231752157211304
"6554_1",0.12703485786914825
"4721_3",0.04523875564336777
"6904_4",0.02249785140156746
"893_8",0.9752242565155029
"4605_4",0.3907431364059448
"11516_7",0.1284361630678177
"11718_7",0.9837300181388855
"5956_1",0.025254501029849052
"7455_9",0.9546632766723633
"6396_4",0.751873254776001
"1223_8",0.9652099609375
"8556_1",0.031399451196193695
"6108_8",0.9511557817459106
"11690_1",0.01995343156158924
"3778_9",0.8500853180885315
"3627_4",0.9578466415405273
"8256_4",0.03305219113826752
"533_1",0.02352789416909218
"5235_4",0.034271515905857086
"621_2",0.04127227142453194
"5365_1",0.08427897840738297
"8180_3",0.18179307878017426
"7396_7",0.05759377032518387
"9776_10",0.9608684182167053
"8175_10",0.9763436317443848
"3128_1",0.03087541088461876
"4606_1",0.2202899158000946
"6158_2",0.7569975852966309
"3281_10",0.9750937819480896
"4723_4",0.4543399214744568
"11994_3",0.047977264970541
"7701_1",0.02919100783765316
"103_3",0.81886887550354
"8908_10",0.9753203988075256
"8876_1",0.035355933010578156
"7519_9",0.9588867425918579
"12456_8",0.9555720686912537
"9514_8",0.9235883951187134
"8680_8",0.8668332695960999
"12402_10",0.9596841931343079
"362_2",0.12405245751142502
"9825_7",0.9837011694908142
"2913_3",0.07473191618919373
"7164_8",0.9784883260726929
"11177_7",0.6283861398696899
"5707_10",0.9854944944381714
"8103_10",0.9367082118988037
"6289_1",0.029071208089590073
"11754_1",0.05832603573799133
"11640_10",0.8592146635055542
"9933_7",0.9680666327476501
"185_10",0.985028862953186
"242_10",0.9822694063186646
"9369_8",0.8475578427314758
"7453_10",0.9762864112854004
"7514_7",0.2037578523159027
"10860_2",0.03810377046465874
"8663_8",0.8465838432312012
"9108_1",0.03646515682339668
"7941_1",0.03078603371977806
"10116_1",0.028185896575450897
"9841_4",0.06276421248912811
"4512_9",0.8881447315216064
"4853_2",0.027722977101802826
"2664_4",0.03372834622859955
"9966_10",0.9517344236373901
"5167_2",0.02311764284968376
"3894_2",0.5493203997612
"3929_8",0.9709128141403198
"7165_10",0.9497631192207336
"5451_8",0.8361498117446899
"2947_4",0.2930092215538025
"4611_10",0.9674093723297119
"5807_1",0.07571998983621597
"9464_8",0.9788844585418701
"3124_10",0.6835384368896484
"2705_4",0.9725223183631897
"12187_8",0.9751003384590149
"12319_10",0.966562807559967
"9874_3",0.0565057173371315
"3406_4",0.23165929317474365
"2327_10",0.980154812335968
"605_10",0.9866870641708374
"8080_4",0.5087261199951172
"3074_10",0.9650900363922119
"2499_3",0.021015772596001625
"1013_1",0.20092444121837616
"11535_1",0.02869066223502159
"4118_7",0.6369438767433167
"10492_8",0.9791831374168396
"2129_4",0.9399110078811646
"9814_10",0.2073410004377365
"10671_9",0.9637479782104492
"5980_10",0.9771614074707031
"2755_2",0.37163013219833374
"5461_2",0.24908123910427094
"11979_1",0.04890289157629013
"8810_1",0.036311667412519455
"852_7",0.9799883365631104
"10961_4",0.04188977926969528
"7436_4",0.06897108256816864
"11281_3",0.4258875250816345
"4208_3",0.09678037464618683
"8213_10",0.44559067487716675
"9851_2",0.06584684550762177
"4713_7",0.8804470300674438
"9528_1",0.9786183834075928
"3595_10",0.9720174670219421
"5785_3",0.752528190612793
"10370_3",0.02741215191781521
"1980_3",0.08803059160709381
"8800_4",0.04062584787607193
"4437_3",0.0490604005753994
"28_3",0.04589178040623665
"12171_1",0.6801810264587402
"9359_3",0.02593723125755787
"3831_9",0.9681380987167358
"10962_7",0.9766024947166443
"1500_9",0.9838326573371887
"11470_10",0.9567945003509521
"11843_3",0.07865025848150253
"11200_4",0.10367734730243683
"1067_1",0.04025040939450264
"3333_1",0.0461600199341774
"4487_4",0.9441425204277039
"6428_1",0.038977161049842834
"575_7",0.1010572537779808
"10904_9",0.9725654125213623
"11821_2",0.12454304844141006
"11605_1",0.018519900739192963
"1111_7",0.1723426878452301
"10295_1",0.033333949744701385
"1146_4",0.017384182661771774
"2405_9",0.0966777428984642
"11081_10",0.9707813262939453
"2201_10",0.9783113598823547
"4844_1",0.02095179632306099
"11007_8",0.9629398584365845
"6535_7",0.9640111327171326
"2653_4",0.028657805174589157
"8245_10",0.9589805006980896
"9951_8",0.9763018488883972
"6133_8",0.0858914852142334
"10006_2",0.019692011177539825
